ip,app,device,os,channel,click_time,is_attributed
100896,12,1,13,178,2017-11-08 07:07:02,0
98995,3,1,18,379,2017-11-09 11:56:12,0
18429,3,1,13,280,2017-11-08 06:46:37,0
27918,18,1,17,107,2017-11-09 01:19:03,0
92766,3,2,31,153,2017-11-07 19:19:06,0
77209,3,1,32,452,2017-11-09 04:07:57,0
7057,2,1,10,212,2017-11-08 06:42:07,0
95662,21,1,19,128,2017-11-07 05:07:34,0
78599,2,1,19,258,2017-11-08 23:38:17,0
117269,14,1,11,118,2017-11-09 08:01:57,0
73814,12,1,13,160,2017-11-07 23:41:27,0
6196,14,1,19,401,2017-11-07 14:33:34,0
327479,12,1,19,178,2017-11-09 10:03:38,0
175576,15,1,13,130,2017-11-08 06:32:52,0
75489,15,1,58,259,2017-11-07 12:27:04,0
103611,18,1,17,121,2017-11-08 08:38:08,0
93314,3,1,27,205,2017-11-08 07:28:20,0
34208,25,1,9,259,2017-11-07 15:08:07,0
48862,14,1,19,442,2017-11-08 11:49:28,0
96777,12,1,17,265,2017-11-08 05:03:24,0
120440,6,1,14,459,2017-11-09 06:19:50,0
18246,3,1,12,280,2017-11-07 04:37:53,0
55047,3,1,32,280,2017-11-08 01:13:46,0
184921,3,1,22,466,2017-11-07 14:33:17,0
85150,12,2,73,259,2017-11-09 10:21:26,0
89083,9,1,12,215,2017-11-07 16:01:31,0
108859,3,1,18,280,2017-11-09 01:37:58,0
93263,3,1,10,409,2017-11-09 15:08:15,0
49219,14,1,18,480,2017-11-09 09:50:54,0
98635,12,1,35,245,2017-11-07 23:52:33,0
34046,1,1,17,134,2017-11-08 00:13:15,0
208090,21,1,37,128,2017-11-07 00:14:04,0
79881,3,1,30,371,2017-11-09 12:52:21,0
176785,15,1,19,278,2017-11-07 13:49:16,0
63188,15,1,19,245,2017-11-08 10:42:39,0
67776,2,1,13,435,2017-11-09 14:54:12,0
179955,3,1,6,379,2017-11-06 18:07:46,0
71969,28,1,19,135,2017-11-09 12:23:32,0
75539,2,1,19,477,2017-11-08 07:23:18,0
75431,3,1,9,280,2017-11-08 00:17:05,0
99769,3,1,13,280,2017-11-09 03:23:39,0
29031,1,1,25,349,2017-11-07 00:27:55,0
70451,3,1,16,409,2017-11-07 04:37:47,0
50641,18,1,10,134,2017-11-09 00:59:05,0
77065,8,1,13,145,2017-11-09 09:23:22,0
59660,13,1,13,400,2017-11-07 11:08:29,0
181542,3,1,13,137,2017-11-08 01:48:05,0
84488,1,1,37,124,2017-11-09 09:23:37,0
150712,18,1,15,107,2017-11-07 01:00:27,0
3133,23,1,37,153,2017-11-07 02:33:54,0
15866,9,1,6,215,2017-11-07 03:04:15,0
39216,14,1,19,379,2017-11-09 06:38:29,0
88474,8,1,13,145,2017-11-07 14:49:58,0
16010,3,1,32,280,2017-11-08 02:01:03,0
111409,13,1,10,469,2017-11-08 23:46:29,0
78524,18,1,19,134,2017-11-07 02:40:11,0
88217,18,1,13,107,2017-11-08 16:34:35,0
106674,18,1,18,107,2017-11-08 11:27:51,0
60626,14,1,5,134,2017-11-08 16:06:13,0
51718,13,1,13,477,2017-11-08 11:37:07,0
120597,3,1,19,442,2017-11-06 22:11:06,0
85085,3,1,19,211,2017-11-08 07:57:42,0
71149,18,1,41,439,2017-11-09 03:42:43,0
92993,18,1,19,439,2017-11-07 09:49:02,0
93959,3,1,22,489,2017-11-09 13:08:05,0
100176,18,1,13,107,2017-11-09 06:44:43,0
174947,3,1,13,280,2017-11-07 02:27:00,0
71762,3,1,13,280,2017-11-08 12:03:52,0
65552,9,1,19,244,2017-11-08 08:20:15,0
207400,3,1,19,280,2017-11-07 05:35:34,0
125312,8,1,13,145,2017-11-06 22:57:30,0
185121,9,1,16,466,2017-11-09 00:08:04,0
69070,15,1,13,245,2017-11-08 12:15:59,0
41980,2,1,13,377,2017-11-08 19:08:04,0
75813,2,1,25,477,2017-11-08 04:02:50,0
142416,3,1,17,452,2017-11-08 01:28:55,0
201182,2,1,13,435,2017-11-07 15:42:29,0
133522,22,1,19,496,2017-11-07 11:20:49,0
36339,29,1,11,343,2017-11-07 02:58:37,0
82012,2,1,19,236,2017-11-07 00:20:55,0
38773,9,1,20,334,2017-11-07 17:54:04,0
142067,2,1,6,435,2017-11-09 03:38:20,0
38050,12,1,19,245,2017-11-07 16:08:00,0
105475,15,1,36,3,2017-11-07 09:35:12,0
201438,12,1,19,245,2017-11-07 08:52:32,0
81613,9,1,13,232,2017-11-08 10:26:27,0
97151,12,1,25,328,2017-11-07 14:15:40,0
42103,9,2,9,334,2017-11-09 15:42:00,0
31518,1,1,8,153,2017-11-09 03:38:56,0
27406,12,1,13,245,2017-11-07 15:37:00,0
81776,12,1,13,328,2017-11-09 06:30:25,0
125934,12,1,17,265,2017-11-08 05:18:41,0
81909,12,1,19,19,2017-11-08 11:29:07,0
156937,2,1,13,237,2017-11-09 05:45:57,0
88551,12,2,9,178,2017-11-08 10:49:29,0
176464,18,1,19,107,2017-11-07 01:04:12,0
111159,2,1,13,243,2017-11-09 05:14:42,0
113389,12,1,8,178,2017-11-09 15:28:43,0
56019,14,1,13,442,2017-11-09 00:50:30,0
279884,2,1,17,435,2017-11-08 08:19:28,0
82038,3,1,20,442,2017-11-07 19:55:56,0
195434,1,1,19,125,2017-11-07 23:39:04,0
99944,3,1,43,137,2017-11-07 14:43:53,0
185871,21,1,15,128,2017-11-07 10:07:12,0
210429,14,1,25,349,2017-11-09 01:32:06,0
66316,1,1,23,124,2017-11-08 23:22:30,0
121310,14,1,19,489,2017-11-08 09:39:06,0
64054,20,2,20,259,2017-11-07 16:41:38,0
117407,15,1,6,379,2017-11-09 06:48:05,0
208047,8,1,17,259,2017-11-07 21:20:41,0
41097,18,1,41,107,2017-11-08 14:29:27,0
7350,23,1,19,153,2017-11-09 02:49:54,0
95064,12,1,15,19,2017-11-09 04:14:25,0
41369,2,1,19,243,2017-11-09 15:17:38,0
14063,15,1,9,386,2017-11-08 23:46:29,0
75007,3,1,19,205,2017-11-08 13:25:14,0
92610,18,1,6,121,2017-11-07 13:08:28,0
75634,2,1,19,212,2017-11-08 13:25:17,0
63158,2,1,37,219,2017-11-09 14:52:44,0
105560,3,1,19,417,2017-11-07 01:55:58,0
60136,2,1,6,205,2017-11-07 16:56:07,0
97283,3,1,13,280,2017-11-08 05:41:22,0
5328,18,1,18,107,2017-11-09 04:26:16,0
78856,9,1,28,334,2017-11-08 04:12:17,0
79757,24,1,13,178,2017-11-07 12:49:27,0
39818,7,1,13,101,2017-11-07 10:08:37,0
39861,15,1,19,315,2017-11-09 01:19:25,0
55119,2,1,35,237,2017-11-09 11:02:46,0
73487,12,1,19,178,2017-11-07 09:14:05,0
98497,15,1,37,245,2017-11-09 05:10:06,0
120419,20,1,19,478,2017-11-08 05:53:55,0
53715,93,1,13,371,2017-11-09 13:49:52,0
14792,12,1,19,259,2017-11-09 15:34:18,0
14301,22,1,19,116,2017-11-09 06:18:13,0
5348,15,2,19,140,2017-11-09 09:28:40,0
107709,3,1,13,280,2017-11-08 08:23:31,0
61326,13,1,19,477,2017-11-07 03:44:31,0
106986,3,1,31,280,2017-11-08 09:57:19,0
78420,6,1,16,125,2017-11-09 11:43:53,0
5596,9,1,13,450,2017-11-07 00:09:38,0
94059,3,1,41,135,2017-11-07 11:45:38,0
676,3,1,19,280,2017-11-08 04:55:29,0
41611,15,1,25,430,2017-11-08 23:25:53,0
16649,14,2,2,480,2017-11-09 04:53:33,0
81896,14,1,1,401,2017-11-08 15:47:47,0
129400,11,1,26,325,2017-11-07 11:42:52,0
106644,3,1,32,280,2017-11-08 07:11:37,0
3564,14,1,17,401,2017-11-08 08:05:25,0
278716,11,1,6,319,2017-11-08 04:28:46,0
100571,15,1,19,245,2017-11-08 13:46:02,0
110768,2,1,17,236,2017-11-08 14:00:50,0
106171,2,1,19,452,2017-11-08 06:01:52,0
13516,7,1,58,101,2017-11-07 10:10:16,0
40125,9,1,13,334,2017-11-07 03:31:25,0
81898,12,1,13,178,2017-11-08 03:07:20,0
40631,9,1,19,442,2017-11-08 01:12:53,0
114617,27,1,25,122,2017-11-08 02:04:38,0
5314,6,1,20,459,2017-11-07 14:21:13,0
141572,28,1,18,135,2017-11-09 05:18:32,0
179295,3,1,19,280,2017-11-07 02:08:27,0
339057,9,1,13,232,2017-11-09 09:19:41,0
3454,12,1,19,481,2017-11-07 00:14:05,0
38633,27,1,8,153,2017-11-09 00:57:19,0
90557,3,1,10,280,2017-11-09 05:25:55,0
124750,14,1,13,349,2017-11-07 15:40:48,0
115673,14,1,19,480,2017-11-09 09:06:37,0
111025,3,1,13,280,2017-11-08 16:12:57,0
81695,2,1,13,477,2017-11-07 05:43:48,0
8539,12,1,35,265,2017-11-09 03:16:33,0
114291,28,1,13,135,2017-11-08 13:48:42,0
16929,2,1,8,452,2017-11-09 09:31:19,0
44527,3,1,18,280,2017-11-08 00:40:08,0
90920,18,3543,748,107,2017-11-07 18:59:32,0
60529,3,1,19,173,2017-11-07 02:25:55,0
38352,3,1,17,280,2017-11-08 10:56:36,0
101894,3,1,13,205,2017-11-06 23:15:47,0
100494,15,1,19,245,2017-11-09 03:39:20,0
53454,2,1,14,377,2017-11-08 02:29:50,0
124715,12,1,18,178,2017-11-08 15:51:32,0
94987,23,1,17,153,2017-11-09 10:13:56,0
82068,14,1,13,463,2017-11-09 03:37:25,0
31540,12,1,19,178,2017-11-09 07:48:33,0
44476,18,1,19,134,2017-11-08 00:41:09,0
46754,8,1,10,145,2017-11-09 04:59:32,0
93021,18,1,13,134,2017-11-08 02:50:38,0
5314,2,1,6,477,2017-11-07 10:20:03,0
23370,3,1,32,280,2017-11-08 15:30:14,0
49520,1,1,13,153,2017-11-09 14:26:39,0
138010,9,1,10,334,2017-11-06 23:55:02,0
100896,9,1,12,334,2017-11-09 03:07:41,0
41151,2,1,19,237,2017-11-07 00:49:54,0
34632,15,1,19,130,2017-11-07 14:32:40,0
103831,6,1,13,459,2017-11-08 12:55:37,0
110189,21,1,18,128,2017-11-09 07:10:04,0
109286,14,1,18,379,2017-11-08 06:41:23,0
34388,20,1,13,478,2017-11-07 23:39:11,0
84634,7,1,13,101,2017-11-08 09:56:15,0
792,2,1,18,122,2017-11-09 01:36:42,0
48859,12,1,19,219,2017-11-07 15:56:28,0
50169,12,2,13,178,2017-11-07 10:53:29,0
88180,15,1,19,245,2017-11-06 17:17:56,0
97500,3,1,9,137,2017-11-08 14:00:23,0
41106,15,1,13,245,2017-11-07 15:44:13,0
44744,18,2,13,379,2017-11-09 11:11:02,0
81012,12,1,18,145,2017-11-09 03:07:04,0
81550,9,1,13,445,2017-11-08 14:24:42,0
132837,151,0,24,347,2017-11-09 08:11:40,0
31784,12,1,13,178,2017-11-07 00:14:15,0
52052,3,1,13,280,2017-11-08 11:16:50,0
36183,2,2,9,205,2017-11-08 16:31:24,0
29490,3,1,13,489,2017-11-07 08:08:44,0
110628,15,1,13,412,2017-11-08 18:01:15,0
88914,14,1,15,463,2017-11-08 06:12:36,0
197271,12,1,19,245,2017-11-07 16:35:55,0
48288,14,1,20,360,2017-11-07 00:19:17,0
16171,9,1,13,445,2017-11-06 17:31:03,0
21845,24,1,19,105,2017-11-08 04:10:44,0
55213,18,1,6,439,2017-11-08 04:03:01,0
118094,13,1,8,477,2017-11-09 06:40:50,0
100519,3,1,20,280,2017-11-09 07:29:36,0
13597,12,1,22,245,2017-11-07 18:05:37,0
75634,2,1,19,205,2017-11-07 14:54:03,0
73144,2,1,13,317,2017-11-08 10:17:55,0
124065,13,1,6,477,2017-11-08 11:32:25,0
304680,21,1,19,128,2017-11-09 08:11:07,0
28463,9,1,18,334,2017-11-08 21:25:07,0
113682,3,1,19,280,2017-11-08 01:11:16,0
315679,2,1,19,237,2017-11-09 04:20:35,0
5314,12,2,13,178,2017-11-09 14:37:45,0
120533,3,1,14,211,2017-11-08 12:08:41,0
31158,2,1,19,469,2017-11-09 01:15:48,0
92873,15,2,15,140,2017-11-07 12:16:16,0
83928,12,1,13,409,2017-11-09 02:40:20,0
100275,2,1,13,243,2017-11-08 15:06:21,0
196454,6,1,13,125,2017-11-07 04:54:58,0
19247,64,1,13,459,2017-11-07 12:41:27,0
9647,8,1,17,145,2017-11-07 01:35:55,0
63033,20,1,10,259,2017-11-08 08:03:49,0
120221,14,1,13,442,2017-11-09 06:50:50,0
19410,18,1,13,439,2017-11-08 05:24:46,0
71597,13,1,13,477,2017-11-08 10:14:05,0
191249,2,1,53,469,2017-11-07 02:27:05,0
167801,6,1,23,459,2017-11-07 12:18:00,0
9224,18,1,19,107,2017-11-08 00:41:20,0
7715,150,1,48,110,2017-11-07 06:10:36,0
64137,3,1,18,115,2017-11-06 16:16:39,0
101074,15,1,13,245,2017-11-08 19:32:45,0
14087,12,1,6,178,2017-11-09 12:25:10,0
5201,12,1,18,245,2017-11-08 15:29:29,0
10618,14,1,19,401,2017-11-07 06:30:18,0
116708,12,1,19,259,2017-11-09 14:12:40,0
113654,1,1,8,153,2017-11-09 09:46:29,0
88730,6,1,15,459,2017-11-09 08:59:03,0
135457,26,1,17,477,2017-11-09 02:29:52,0
107520,28,1,37,135,2017-11-09 11:17:04,0
125726,20,1,22,259,2017-11-06 16:04:49,0
208308,12,1,19,245,2017-11-08 04:20:02,0
37506,14,1,13,416,2017-11-07 01:17:41,0
48240,7,2,9,101,2017-11-07 11:21:04,0
69358,3,1,19,280,2017-11-07 05:40:50,0
39742,9,1,13,234,2017-11-07 11:58:53,0
170616,2,1,18,212,2017-11-09 04:42:21,0
34419,2,1,17,435,2017-11-07 14:36:00,0
50361,2,1,15,122,2017-11-09 11:42:43,0
67586,2,1,19,236,2017-11-08 05:32:12,0
18496,18,1,9,121,2017-11-08 16:27:13,0
193464,6,1,15,459,2017-11-07 11:33:17,0
18332,2,1,19,237,2017-11-07 14:41:54,0
103295,2,1,1,435,2017-11-06 23:48:11,0
12340,2,1,13,435,2017-11-08 09:35:59,0
5812,2,1,15,477,2017-11-07 22:39:40,0
37763,8,2,53,259,2017-11-09 13:41:16,0
144957,12,1,19,265,2017-11-07 15:32:55,0
220483,2,1,37,219,2017-11-07 23:59:13,0
73487,3,1,22,409,2017-11-07 23:22:21,0
66218,3,1,13,280,2017-11-06 17:07:41,0
5314,3,1,3,115,2017-11-08 17:04:52,0
4052,2,1,37,469,2017-11-09 13:34:36,0
119349,3,1,13,280,2017-11-09 12:30:13,0
65053,18,1,18,134,2017-11-08 08:04:01,0
81714,15,1,13,111,2017-11-09 13:45:41,0
124198,18,1,13,439,2017-11-08 06:38:19,0
74621,21,1,12,128,2017-11-07 13:49:39,0
15080,3,1,13,280,2017-11-07 01:57:19,0
93542,9,1,19,445,2017-11-07 06:55:53,0
317412,9,1,4,258,2017-11-09 11:05:04,0
192648,26,1,11,121,2017-11-07 04:31:34,0
66821,3,1,16,115,2017-11-09 10:33:30,0
117582,10,1,19,113,2017-11-07 12:39:10,0
160103,2,1,12,435,2017-11-08 06:23:36,0
32930,12,1,17,409,2017-11-06 16:12:48,0
63793,2,1,41,237,2017-11-09 04:55:13,0
110211,3,1,16,130,2017-11-08 09:37:36,0
120194,15,1,10,245,2017-11-08 08:36:45,0
96165,64,1,13,459,2017-11-08 06:49:10,0
63787,3,1,19,280,2017-11-08 07:17:24,0
2321,9,1,13,232,2017-11-08 23:21:47,0
22321,2,1,40,122,2017-11-07 09:59:05,0
50397,12,1,19,497,2017-11-08 15:15:24,0
210580,9,1,11,107,2017-11-09 09:31:21,0
52805,2,1,34,236,2017-11-07 02:17:44,0
40190,12,1,13,245,2017-11-06 17:46:50,0
85072,15,1,10,245,2017-11-07 15:33:31,0
46351,3,1,13,280,2017-11-08 13:12:49,0
193104,64,1,19,459,2017-11-06 16:59:20,0
65785,15,2,13,245,2017-11-08 05:01:29,0
5314,28,1,4,135,2017-11-08 01:57:12,0
56448,15,1,18,245,2017-11-07 08:51:09,0
13634,11,1,3,481,2017-11-09 10:18:29,0
172506,20,1,19,259,2017-11-06 17:28:57,0
110032,3,1,6,137,2017-11-09 10:31:03,0
198017,9,1,19,232,2017-11-07 07:25:11,0
29836,3,1,8,19,2017-11-09 13:59:51,0
26995,14,1,47,349,2017-11-09 02:13:40,0
119688,12,1,22,409,2017-11-07 13:08:47,0
71579,15,1,16,140,2017-11-09 01:46:35,0
201420,3,1,16,280,2017-11-07 07:59:50,0
123733,13,1,8,400,2017-11-09 02:52:07,0
142432,11,1,25,219,2017-11-09 07:12:42,0
16859,14,1,11,349,2017-11-09 03:21:11,0
81973,9,1,13,466,2017-11-08 14:28:05,0
111153,3,1,19,424,2017-11-06 16:00:14,0
75057,2,1,25,469,2017-11-09 05:37:06,0
77356,18,1,47,439,2017-11-07 18:25:39,0
62930,6,1,13,459,2017-11-08 08:57:21,0
59199,2,1,8,377,2017-11-07 16:32:00,0
79925,3,1,19,280,2017-11-09 06:39:22,0
28237,2,1,19,477,2017-11-09 06:46:23,0
119531,26,1,13,477,2017-11-08 15:12:40,0
12840,15,1,13,315,2017-11-09 09:19:38,0
6330,3,2,19,153,2017-11-08 13:57:34,0
101250,2,1,13,205,2017-11-09 04:28:49,0
40028,3,1,22,480,2017-11-09 04:58:16,0
94874,11,1,8,325,2017-11-07 08:08:30,0
69135,12,1,8,140,2017-11-07 15:09:14,0
124384,3,1,17,280,2017-11-08 15:29:02,0
52024,3,1,19,153,2017-11-07 09:40:16,0
71687,36,1,19,110,2017-11-09 15:56:36,0
42851,3,1,18,442,2017-11-07 07:40:41,0
166201,15,1,18,430,2017-11-07 01:12:18,0
152307,2,1,15,219,2017-11-07 00:02:29,0
101074,9,2,55,258,2017-11-09 12:50:10,0
60735,9,1,20,244,2017-11-07 05:38:45,0
17149,9,1,13,450,2017-11-09 06:42:40,0
20116,2,1,13,477,2017-11-07 05:47:29,0
85321,11,1,20,122,2017-11-08 15:13:09,0
89960,3,1,6,137,2017-11-09 00:46:42,0
66177,26,1,15,266,2017-11-09 14:10:27,0
2254,3,1,13,173,2017-11-08 17:50:13,0
641,18,1,13,134,2017-11-09 05:07:19,0
231557,12,1,10,140,2017-11-08 06:31:01,0
121419,2,1,19,452,2017-11-06 16:39:26,0
83713,12,1,17,245,2017-11-08 11:55:39,0
6396,24,1,19,105,2017-11-08 11:31:47,0
55275,22,1,18,116,2017-11-07 05:04:18,0
119531,9,2,1,107,2017-11-09 11:54:26,0
35414,3,1,15,424,2017-11-08 06:33:02,0
74478,9,1,17,334,2017-11-09 10:14:59,0
64022,26,1,10,477,2017-11-09 09:27:12,0
237101,2,2,13,122,2017-11-08 04:51:50,0
83699,18,1,35,121,2017-11-08 08:29:34,0
63205,3,1,19,173,2017-11-08 00:57:15,0
35261,2,1,23,477,2017-11-09 06:35:22,0
343722,14,1,41,118,2017-11-09 12:15:57,0
114276,2,1,8,477,2017-11-07 06:36:53,0
4869,9,1,19,466,2017-11-09 15:53:17,0
6871,21,1,19,128,2017-11-08 00:20:58,0
92766,3,1,19,280,2017-11-08 15:41:55,0
65629,3,1,19,480,2017-11-08 09:42:07,0
92108,15,1,13,265,2017-11-07 13:41:57,0
123843,8,1,6,140,2017-11-09 11:42:04,0
22266,1,1,22,452,2017-11-09 04:46:41,0
23200,3,1,47,280,2017-11-09 06:00:08,0
105116,14,1,13,463,2017-11-08 04:09:25,0
52024,12,1,13,326,2017-11-07 10:24:11,0
41573,3,1,48,409,2017-11-08 14:11:19,0
71272,18,1,40,107,2017-11-08 05:48:51,0
99954,10,1,19,317,2017-11-08 04:55:55,0
86231,2,1,11,122,2017-11-07 07:44:01,0
338551,19,0,24,213,2017-11-09 14:48:33,0
123977,4,1,37,101,2017-11-08 02:29:06,0
82137,2,1,19,435,2017-11-07 02:48:33,0
108942,3,1,19,137,2017-11-08 14:02:46,0
42297,2,1,17,212,2017-11-07 14:24:12,0
3332,12,1,22,245,2017-11-08 14:22:00,0
351763,18,1,8,134,2017-11-09 02:26:42,0
106437,12,1,23,259,2017-11-09 07:19:06,0
336720,12,1,19,19,2017-11-09 03:41:42,0
238978,12,1,25,178,2017-11-08 23:58:58,0
17149,9,2,17,442,2017-11-08 14:16:17,0
58982,2,1,30,236,2017-11-09 02:50:49,0
62616,14,1,12,379,2017-11-06 18:53:55,0
80446,9,1,19,258,2017-11-08 23:00:50,0
16453,25,2,9,259,2017-11-07 12:04:12,0
26995,18,1,49,107,2017-11-09 07:00:15,0
33841,3,1,17,137,2017-11-08 00:28:05,0
37118,9,1,13,258,2017-11-08 17:17:27,0
45745,9,1,6,466,2017-11-08 13:04:38,0
134074,19,0,0,213,2017-11-07 15:33:23,0
155347,18,1,9,107,2017-11-07 02:44:48,0
65762,13,1,19,477,2017-11-07 20:12:16,0
104569,6,1,13,459,2017-11-06 22:42:58,0
83087,3,1,19,466,2017-11-08 23:24:57,0
72346,15,1,19,140,2017-11-08 02:10:33,0
43833,9,1,19,322,2017-11-09 15:15:28,0
55032,15,1,36,245,2017-11-07 18:55:15,0
115586,3,1,19,280,2017-11-08 13:52:17,0
84819,21,1,13,128,2017-11-07 04:12:03,0
185146,9,1,22,489,2017-11-08 06:57:51,0
91611,19,0,0,213,2017-11-08 15:52:12,0
27038,9,1,10,466,2017-11-08 07:26:48,0
149790,18,1,10,107,2017-11-09 04:35:57,0
119818,15,1,13,430,2017-11-09 10:46:12,0
118146,9,1,18,466,2017-11-08 01:42:41,0
18058,3,1,16,452,2017-11-08 08:44:12,0
27445,8,1,20,145,2017-11-07 15:48:05,0
242383,20,1,13,259,2017-11-08 13:14:58,0
6908,18,1,19,439,2017-11-09 08:22:58,0
39075,14,1,13,463,2017-11-07 07:59:58,0
149367,9,1,12,215,2017-11-06 22:44:20,0
43322,3,1,19,280,2017-11-07 08:08:17,0
112302,2,2,10,477,2017-11-09 07:49:53,0
12524,14,1,17,208,2017-11-08 01:06:20,0
85625,9,1,19,466,2017-11-08 18:04:30,0
109425,6,1,19,459,2017-11-07 03:04:11,0
127181,21,1,19,128,2017-11-06 17:00:27,0
88186,14,1,13,371,2017-11-08 00:25:25,0
348142,9,2,19,244,2017-11-09 13:59:59,0
154226,21,1,13,128,2017-11-08 04:13:00,0
147957,27,1,19,153,2017-11-07 13:26:44,0
124128,3,1,35,19,2017-11-08 11:08:56,0
83472,3,1,6,280,2017-11-07 04:34:18,0
121039,24,1,19,105,2017-11-07 16:43:52,0
77869,9,1,19,232,2017-11-09 15:56:56,0
70404,14,1,13,480,2017-11-08 22:40:41,0
14737,18,1,17,134,2017-11-08 13:02:22,0
120503,12,1,10,245,2017-11-07 05:17:50,0
207815,18,1,20,107,2017-11-08 07:54:23,0
165542,9,1,19,466,2017-11-09 00:27:16,0
11607,1,2,2,153,2017-11-08 14:45:19,0
26990,18,1,31,439,2017-11-07 00:22:44,0
83045,2,1,15,237,2017-11-08 00:29:18,0
121561,9,1,13,244,2017-11-09 09:09:35,0
35929,15,1,19,245,2017-11-09 03:07:37,0
26814,3,1,18,280,2017-11-08 13:14:14,0
69886,12,1,6,265,2017-11-06 17:19:46,0
59182,15,1,22,265,2017-11-07 04:32:54,0
50168,18,1,27,107,2017-11-07 04:44:18,0
106537,2,1,13,477,2017-11-08 19:11:41,0
115407,21,1,9,232,2017-11-09 09:21:55,0
36286,2,1,41,377,2017-11-09 01:15:37,0
25289,21,1,25,128,2017-11-09 06:51:39,0
92227,12,1,13,105,2017-11-07 14:29:33,0
101818,11,1,19,137,2017-11-09 04:53:45,0
75912,3,1,19,130,2017-11-09 15:02:36,0
83824,3,1,13,130,2017-11-08 12:46:12,0
1268,15,1,13,245,2017-11-08 19:56:40,0
121278,21,1,19,128,2017-11-09 14:28:34,0
191817,18,1,19,107,2017-11-07 05:17:28,0
315991,3,1,13,280,2017-11-09 03:04:45,0
132538,2,1,13,477,2017-11-07 01:52:46,0
118469,9,1,13,134,2017-11-07 00:28:28,0
73487,18,1,9,107,2017-11-08 08:15:50,0
69710,3,1,25,280,2017-11-08 06:17:39,0
105475,2,1,18,477,2017-11-07 17:36:05,0
23733,1,1,19,124,2017-11-09 12:23:09,0
26204,2,1,17,122,2017-11-09 03:28:30,0
89210,1,1,17,153,2017-11-07 03:07:59,0
133825,2,1,17,243,2017-11-06 20:48:51,0
43167,18,1,27,107,2017-11-09 07:11:09,0
6481,15,1,17,111,2017-11-06 17:03:45,0
90782,13,1,16,469,2017-11-07 06:56:12,0
48170,2,1,13,237,2017-11-09 13:00:51,0
27782,15,1,16,412,2017-11-08 00:20:10,0
53964,9,1,13,215,2017-11-07 09:19:30,0
182483,12,1,13,259,2017-11-07 13:04:59,0
121163,9,1,22,442,2017-11-09 14:35:36,0
206498,9,1,10,448,2017-11-09 04:06:30,0
22189,2,1,36,364,2017-11-08 16:11:17,0
99150,12,1,3,205,2017-11-09 13:13:59,0
42726,14,1,35,379,2017-11-09 01:13:47,0
78881,3,1,17,489,2017-11-06 21:19:29,0
84635,12,1,13,259,2017-11-06 20:07:47,0
121419,12,1,19,265,2017-11-09 15:30:54,0
110354,21,2,37,232,2017-11-08 22:29:48,0
8179,13,1,53,477,2017-11-06 17:43:55,0
40045,12,1,8,328,2017-11-07 05:41:00,0
285017,3,2,9,442,2017-11-07 18:26:04,0
74324,11,1,16,481,2017-11-06 18:04:33,0
112295,19,0,24,213,2017-11-07 08:09:42,1
41277,3,1,19,480,2017-11-08 08:03:04,0
80926,14,1,19,442,2017-11-08 23:41:10,0
75177,2,1,41,435,2017-11-09 06:53:07,0
31055,3,1,13,115,2017-11-08 04:33:06,0
56863,3,1,37,280,2017-11-07 08:10:41,0
63994,3,1,19,489,2017-11-08 07:58:36,0
69266,18,1,19,121,2017-11-07 17:54:07,0
167200,12,1,32,140,2017-11-06 21:00:11,0
106537,9,1,41,334,2017-11-07 14:04:42,0
27751,13,1,16,477,2017-11-07 15:39:36,0
105603,2,1,16,205,2017-11-08 14:08:24,0
66948,12,1,41,265,2017-11-08 13:34:22,0
92993,26,1,23,477,2017-11-08 11:30:46,0
109425,18,1,18,107,2017-11-09 11:34:05,0
226237,12,1,13,245,2017-11-07 18:24:01,0
198160,26,1,22,477,2017-11-09 09:42:33,0
16426,12,1,41,265,2017-11-09 02:49:05,0
118229,3,1,22,402,2017-11-07 10:21:29,0
50489,9,1,25,232,2017-11-07 11:55:57,0
35841,8,1,13,145,2017-11-06 23:52:06,0
120299,183,3543,748,347,2017-11-08 14:47:01,0
114276,18,1,17,107,2017-11-09 05:46:17,0
73516,12,1,35,326,2017-11-08 01:32:04,0
162981,18,1,19,439,2017-11-06 16:21:04,0
207864,12,1,49,481,2017-11-07 01:10:04,0
38219,18,1,17,134,2017-11-09 02:39:36,0
120413,3,1,28,280,2017-11-07 04:43:33,0
125004,2,1,19,477,2017-11-08 03:39:09,0
57276,12,1,10,340,2017-11-08 14:50:03,0
118728,2,1,10,477,2017-11-07 09:20:21,0
76745,11,1,47,487,2017-11-08 18:09:03,0
109630,22,1,36,116,2017-11-07 07:33:37,0
69395,12,1,13,259,2017-11-08 11:25:44,0
220589,1,1,10,124,2017-11-09 03:31:23,0
64756,32,1,8,376,2017-11-08 11:49:05,0
111668,3,1,19,205,2017-11-07 13:04:42,0
96030,9,1,10,215,2017-11-08 06:22:34,0
27045,24,1,27,178,2017-11-09 03:16:15,0
81699,2,1,23,236,2017-11-09 05:09:18,0
195270,12,1,41,424,2017-11-07 05:14:10,0
35046,12,1,19,178,2017-11-07 10:02:07,0
103276,64,1,15,459,2017-11-07 14:28:26,0
111025,15,1,13,140,2017-11-09 10:46:13,0
90053,18,1,13,107,2017-11-09 15:44:11,0
75177,11,1,17,219,2017-11-07 10:50:21,0
40067,20,1,13,259,2017-11-08 19:28:13,0
114904,2,1,6,477,2017-11-07 05:34:01,0
